time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-1-6 10:00,28,25,84,0,,360,7.6,,1012,,3
2024-1-6 11:00,29,24.1,75,0.2,,20,11.2,,1012,,17
2024-1-6 12:00,28,25,84,0.5,,360,13,,1011,,17
2024-1-6 13:00,29,25,79,9.6,,350,9.4,,1010,,9
2024-1-6 14:00,30,23.9,70,0.7,,10,9.4,,1009,,8
2024-1-6 15:00,31,23.9,66,2.1,,30,14.8,,1008,,9
2024-1-6 16:00,31,23.1,63,1.5,,50,16.6,,1007,,9
2024-1-6 17:00,30,23.9,70,0,,60,14.8,,1007,,3
2024-1-6 18:00,29,24.1,75,1.1,,40,14.8,,1008,,9
2024-1-6 19:00,28,24,79,0.5,,20,13,,1009,,8
2024-1-6 20:00,28,24,79,0.2,,20,11.2,,1010,,17
2024-1-6 21:00,27,25,89,0.5,,360,7.6,,1010,,8
2024-1-6 22:00,27,25,89,1.5,,342,3.6,,1011,,9
2024-1-6 23:00,27,25,89,5.8,,304,3.6,,1011,,9
2024-1-7 0:00,27,25,89,0.7,,340,3.6,,1011,,8
2024-1-7 1:00,27,25,89,3.4,,228,3.6,,1011,,9
2024-1-7 2:00,27,25,89,2.9,,340,7.6,,1010,,9
2024-1-7 3:00,25,24,94,0.5,,10,13,,1010,,8
2024-1-7 4:00,25,24,94,2.5,,50,3.6,,1010,,9
2024-1-7 5:00,25,25,100,0.1,,285,1.8,,1010,,7
2024-1-7 6:00,25,24,94,0,,3,3.6,,1010,,3
2024-1-7 7:00,25,24,94,0,,300,5.4,,1011,,3
2024-1-7 8:00,25,24,94,0,,280,5.4,,1012,,3
2024-1-7 9:00,25,24,94,0,,14,3.6,,1013,,3
2024-1-7 10:00,23,23,100,0,,270,7.6,,1013,,3
2024-1-7 11:00,24,24,100,0,,27,3.6,,1013,,3
2024-1-7 12:00,24,24,100,0,,40,5.4,,1012,,3
2024-1-7 13:00,25,24,94,0.2,,340,5.4,,1011,,7
2024-1-7 14:00,25,24,94,0.2,,360,7.6,,1011,,7
2024-1-7 15:00,25,24,94,0.2,,340,7.6,,1010,,7
2024-1-7 16:00,24,23,94,0.1,,10,5.4,,1010,,7
2024-1-7 17:00,24,23,94,0,,10,11.2,,1011,,3
2024-1-7 18:00,24,23,94,0,,350,7.6,,1010,,3
2024-1-7 19:00,24,23,94,0,,40,7.6,,1011,,3
2024-1-7 20:00,24,23,94,0,,20,11.2,,1011,,3
2024-1-7 21:00,24,23,94,0,,20,7.6,,1011,,3
2024-1-7 22:00,24,23,94,0,,20,3.6,,1012,,3
2024-1-7 23:00,24,23,94,0,,340,5.4,,1012,,3
2024-1-8 0:00,23,23,100,0,,5,1.8,,1012,,3
2024-1-8 1:00,24,23,94,0,,354,3.6,,1011,,3
2024-1-8 2:00,24,23,94,0,,347,3.6,,1010,,3
2024-1-8 3:00,24,23,94,0,,342,1.8,,1010,,3
2024-1-8 4:00,23,22,94,0,,360,3.6,,1009,,3
2024-1-8 5:00,23,23,100,0,,325,1.8,,1010,,3
2024-1-8 6:00,23,23,100,0,,140,1.8,,1010,,3
2024-1-8 7:00,23,23,100,0,,307,1.8,,1010,,3
2024-1-8 8:00,24,23,94,0,,326,1.8,,1011,,3
2024-1-8 9:00,26,23.1,84,0,,40,5.4,,1012,,3
2024-1-8 10:00,26,24,89,0,,10,7.6,,1012,,3
2024-1-8 11:00,29,25,79,0,,30,14.8,,1012,,3
2024-1-8 12:00,30,25.1,75,0,,60,14.8,,1011,,3
2024-1-8 13:00,31,25.1,71,0,,90,14.8,,1010,,3
2024-1-8 14:00,31,23.9,66,1.4,,90,18.4,,1010,,9
2024-1-8 15:00,29,25,79,2.3,,20,16.6,,1009,,9
2024-1-8 16:00,28,25,84,3.2,,30,24.1,,1009,,9
2024-1-8 17:00,28,24,79,0.4,,50,16.6,,1009,,8
2024-1-8 18:00,29,24.1,75,0.1,,40,18.4,,1009,,7
2024-1-8 19:00,28,24,79,0,,10,14.8,,1010,,3
2024-1-8 20:00,27,25,89,0,,20,16.6,,1010,,3
2024-1-8 21:00,27,24.1,84,0,,20,16.6,,1011,,3
2024-1-8 22:00,26,24,89,0,,20,11.2,,1012,,3
2024-1-8 23:00,26,24,89,0,,20,5.4,,1012,,3
2024-1-9 0:00,26,24,89,0,,20,7.6,,1012,,3
2024-1-9 1:00,26,24,89,0,,355,3.6,,1011,,3
2024-1-9 2:00,25,24,94,0.3,,357,3.6,,1010,,8
2024-1-9 3:00,25,24,94,0.3,,20,3.6,,1009,,8
2024-1-9 4:00,25,24,94,0,,10,13,,1009,,3
2024-1-9 5:00,25,24,94,0.6,,23,3.6,,1009,,8
2024-1-9 6:00,25,24,94,0,,350,5.4,,1009,,3
2024-1-9 7:00,25,24,94,0,,360,7.6,,1010,,3
2024-1-9 8:00,25,24,94,0,,350,9.4,,1011,,3
2024-1-9 9:00,25,24,94,0,,360,7.6,,1011,,3
2024-1-9 10:00,25,24,94,0,,340,5.4,,1011,,3
2024-1-9 11:00,27,25,89,0.2,,20,5.4,,1011,,7
2024-1-9 12:00,28,25,84,0.4,,10,14.8,,1011,,8
2024-1-9 13:00,28,24,79,2.2,,360,11.2,,1010,,9
2024-1-9 14:00,29,24.1,75,4.9,,350,11.2,,1009,,9
2024-1-9 15:00,29,24.1,75,0,,20,13,,1008,,3
2024-1-9 16:00,30,23.9,70,3.6,,30,13,,1008,,9
2024-1-9 17:00,29,24.1,75,7.5,,40,16.6,,1007,,9
2024-1-9 18:00,29,24.1,75,0,,60,16.6,,1008,,3
2024-1-9 19:00,28,24,79,0.1,,40,16.6,,1008,,7
2024-1-9 20:00,28,25,84,0,,30,14.8,,1009,,3
2024-1-9 21:00,27,25,89,0.2,,20,14.8,,1010,,7
2024-1-9 22:00,27,24.1,84,5.7,,10,13,,1010,,9
2024-1-9 23:00,26,24,89,2.5,,10,9.4,,1010,,9
2024-1-10 0:00,26,24,89,0.2,,10,9.4,,1011,,7
2024-1-10 1:00,26,24,89,0,,340,5.4,,1010,,3
2024-1-10 2:00,26,24,89,2.8,,350,5.4,,1009,,9
2024-1-10 3:00,26,24,89,0.9,,340,5.4,,1009,,8
2024-1-10 4:00,26,24,89,0.2,,10,7.6,,1008,,7
2024-1-10 5:00,25,24,94,0.6,,360,3.6,,1008,,8
2024-1-10 6:00,25,24,94,0.9,,110,5.4,,1009,,8
2024-1-10 7:00,25,24,94,1.6,,60,3.6,,1010,,9
2024-1-10 8:00,25,24,94,0,,320,7.6,,1011,,3
2024-1-10 9:00,26,25,94,0.1,,250,5.4,,1011,,7
2024-1-10 10:00,27,25,89,0.7,,350,11.2,,1011,,8
2024-1-10 11:00,28,25,84,0.4,,20,16.6,,1011,,8
2024-1-10 12:00,29,24.1,75,1.3,,360,14.8,,1010,,9
2024-1-10 13:00,28,24,79,0.9,,10,13,,1010,,8
2024-1-10 14:00,28,25,84,1.8,,350,11.2,,1009,,9
2024-1-10 15:00,28,26,89,1.7,,20,14.8,,1008,,9
2024-1-10 16:00,28,25,84,0.3,,350,7.6,,1007,,8
2024-1-10 17:00,28,25,84,2.7,,350,9.4,,1008,,9
2024-1-10 18:00,26,24,89,0.1,,20,20.5,,1008,,7
2024-1-10 19:00,26,24,89,0.2,,360,7.6,,1009,,7
2024-1-10 20:00,26,25,94,0,,30,11.2,,1009,,3
2024-1-10 21:00,26,25,94,0,,30,11.2,,1010,,3
2024-1-10 22:00,27,25,89,0,,20,9.4,,1010,,3
2024-1-10 23:00,26,25,94,0,,20,3.6,,1011,,3
2024-1-11 0:00,26,24,89,0,,2,3.6,,1010,,3
2024-1-11 1:00,25,25,100,0,,347,1.8,,1010,,3
2024-1-11 2:00,26,25,94,0,,10,3.6,,1010,,3
2024-1-11 3:00,26,25,94,0,,350,5.4,,1009,,3
2024-1-11 4:00,26,25,94,0,,354,3.6,,1009,,3
2024-1-11 5:00,25,25,100,0,,344,3.6,,1008,,3
2024-1-11 6:00,26,25,94,0,,336,3.6,,1009,,3
2024-1-11 7:00,26,25,94,0,,334,3.6,,1009,,3
2024-1-11 8:00,26,25,94,0,,360,5.4,,1010,,3
2024-1-11 9:00,26,25,94,0,,344,3.6,,1011,,5
2024-1-11 10:00,27,25,89,0,,20,9.4,,1011,,3
2024-1-11 11:00,29,25,79,0,,30,16.6,,1011,,3
2024-1-11 12:00,29,25,79,0.1,,20,14.8,,1011,,7
2024-1-11 13:00,30,23.9,70,0.8,,40,18.4,,1010,,8
2024-1-11 14:00,30,25.1,75,0,,50,20.5,,1010,,3
2024-1-11 15:00,30,25.1,75,0.7,,40,16.6,,1009,,8
2024-1-11 16:00,30,23.9,70,0.1,,30,20.5,,1008,,7
2024-1-11 17:00,29,25,79,0.1,,30,20.5,,1008,,7
2024-1-11 18:00,29,24.1,75,0.2,,30,24.1,,1008,,7
2024-1-11 19:00,28,25,84,0,,40,16.6,,1009,,3
2024-1-11 20:00,28,24,79,0,,20,16.6,,1009,,3
2024-1-11 21:00,28,25,84,0,,30,14.8,,1010,,3
2024-1-11 22:00,27,25,89,0,,30,13,,1011,,3
2024-1-11 23:00,27,24.1,84,0,,20,9.4,,1011,,3
2024-1-12 0:00,27,25,89,0,,360,5.4,,1011,,3
2024-1-12 1:00,27,25,89,0,,360,5.4,,1010,,3
2024-1-12 2:00,26,25,94,0,,10,5.4,,1010,,3
2024-1-12 3:00,26,24,89,0,,350,5.4,,1009,,3
2024-1-12 4:00,26,24,89,0,,340,7.6,,1009,,3
2024-1-12 5:00,26,24,89,0,,350,7.6,,1009,,3
2024-1-12 6:00,25,24,94,0.4,,23,1.8,,1008,,8
2024-1-12 7:00,25,24,94,1.9,,10,5.4,,1009,,9
2024-1-12 8:00,25,24,94,6.5,,10,7.6,,1010,,9
2024-1-12 9:00,25,24,94,3.1,,350,9.4,,1011,,9
2024-1-12 10:00,26,24,89,1.4,,10,16.6,,1011,,9
2024-1-12 11:00,26,24,89,0.5,,360,9.4,,1012,,8
2024-1-12 12:00,27,24.1,84,0.6,,330,9.4,,1011,,8
2024-1-12 13:00,25,24,94,2.1,,350,9.4,,1011,,9
2024-1-12 14:00,25,24,94,3.1,,10,11.2,,1011,,9
2024-1-12 15:00,25,24,94,1.1,,360,9.4,,1010,,9
2024-1-12 16:00,26,24,89,16.6,,30,18.4,,1010,,9
2024-1-12 17:00,24,23,94,1.6,,20,16.6,,1010,,9
2024-1-12 18:00,24,23,94,0.3,,20,14.8,,1010,,8
2024-1-12 19:00,24,23,94,0.7,,340,5.4,,1010,,8
2024-1-12 20:00,24,23,94,0,,21,3.6,,1010,,3
2024-1-12 21:00,25,23.1,89,0,,360,5.4,,1010,,3
2024-1-12 22:00,24,23,94,0,,20,3.6,,1011,,3
2024-1-12 23:00,24,23,94,0,,15,1.8,,1011,,3
2024-1-13 0:00,24,23,94,0,,0,0,,1011,,3
2024-1-13 1:00,24,23,94,0.3,,170,1.8,,1010,,8
2024-1-13 2:00,25,23.1,89,0.9,,360,3.6,,1010,,8
2024-1-13 3:00,24,24,100,1.1,,356,1.8,,1009,,9
2024-1-13 4:00,24,23,94,0.8,,352,1.8,,1009,,8
2024-1-13 5:00,24,24,100,0.8,,0,0,,1008,,8
2024-1-13 6:00,24,23,94,0,,220,5.4,,1009,,3
2024-1-13 7:00,24,24,100,0,,327,3.6,,1009,,3
2024-1-13 8:00,25,24,94,0,,333,1.8,,1010,,3
2024-1-13 9:00,27,24.1,84,0,,346,3.6,,1011,,3
2024-1-13 10:00,27,24.1,84,0,,320,7.6,,1011,,3
2024-1-13 11:00,29,24.1,75,0,,350,11.2,,1011,,3
2024-1-13 12:00,30,23.9,70,0.2,,340,11.2,,1011,,7
2024-1-13 13:00,30,23,66,0.1,,360,11.2,,1010,,7
2024-1-13 14:00,31,23.9,66,0.8,,30,13,,1009,,8
2024-1-13 15:00,30,23.9,70,1.6,,350,11.2,,1009,,9
2024-1-13 16:00,30,23,66,3.1,,30,20.5,,1008,,9
2024-1-13 17:00,29,24.1,75,0.7,,40,16.6,,1008,,8
2024-1-13 18:00,28,24,79,0.7,,30,13,,1009,,8
2024-1-13 19:00,27,24.1,84,0.2,,40,11.2,,1009,,7
2024-1-13 20:00,27,24.1,84,0,,360,5.4,,1010,,3
2024-1-13 21:00,27,24.1,84,0,,350,5.4,,1011,,3
2024-1-13 22:00,27,24.1,84,0,,40,7.6,,1011,,3
2024-1-13 23:00,27,24.1,84,0,,10,9.4,,1011,,3
2024-1-14 0:00,27,24.1,84,0,,16,3.6,,1011,,3
2024-1-14 1:00,27,24.1,84,0,,20,7.6,,1011,,3
2024-1-14 2:00,26,24,89,0,,10,7.6,,1010,,3
2024-1-14 3:00,26,24,89,0.4,,10,7.6,,1010,,8
2024-1-14 4:00,26,24,89,0.5,,10,9.4,,1009,,8
2024-1-14 5:00,26,24,89,0.3,,10,7.6,,1009,,8
2024-1-14 6:00,26,24,89,0.2,,10,9.4,,1009,,17
2024-1-14 7:00,26,24,89,0.1,,11,3.6,,1010,,17
2024-1-14 8:00,26,24,89,0,,14,3.6,,1011,,3
2024-1-14 9:00,27,24.1,84,0,,360,5.4,,1011,,3
2024-1-14 10:00,28,24,79,0,,350,5.4,,1012,,3
2024-1-14 11:00,29,24.1,75,0,,350,11.2,,1011,,3
2024-1-14 12:00,29,23,70,0.1,,350,13,,1011,,7
2024-1-14 13:00,29,23,70,0,,20,13,,1011,,3
2024-1-14 14:00,29,23,70,0,,20,22.3,,1010,,3
2024-1-14 15:00,30,23.9,70,0.2,,20,18.4,,1009,,7
2024-1-14 16:00,31,23.9,66,0.2,,360,13,,1008,,7
2024-1-14 17:00,31,23.1,63,0.3,,20,14.8,,1008,,8
2024-1-14 18:00,30,23,66,0.5,,20,16.6,,1008,,8
2024-1-14 19:00,28,24,79,0,,30,24.1,,1009,,3
2024-1-14 20:00,28,24,79,0,,10,9.4,,1010,,3
2024-1-14 21:00,27,24.1,84,0,,10,7.6,,1010,,3
2024-1-14 22:00,27,24.1,84,0,,360,9.4,,1011,,3
2024-1-14 23:00,27,24.1,84,0,,20,9.4,,1011,,3
2024-1-15 0:00,26,24,89,0,,20,5.4,,1011,,2
2024-1-15 1:00,27,24.1,84,0,,20,7.6,,1011,,1
2024-1-15 2:00,26,24,89,0,,30,9.4,,1010,,3
2024-1-15 3:00,26,24,89,0,,350,5.4,,1009,,3
2024-1-15 4:00,27,24.1,84,0,,20,11.2,,1009,,3
2024-1-15 5:00,27,24.1,84,0,,10,9.4,,1009,,3
2024-1-15 6:00,26,24,89,0,,10,7.6,,1009,,3
2024-1-15 7:00,26,24,89,0,,20,7.6,,1009,,3
2024-1-15 8:00,26,24,89,0,,350,5.4,,1010,,3
2024-1-15 9:00,27,24.1,84,0,,1,3.6,,1011,,3
2024-1-15 10:00,28,25,84,0.2,,340,7.6,,1011,,7
2024-1-15 11:00,28,24,79,0,,340,9.4,,1011,,3
2024-1-15 12:00,30,23.9,70,0.2,,10,14.8,,1010,,17
2024-1-15 13:00,32,25.1,67,4,,20,20.5,,1009,,9
2024-1-15 14:00,29,25,79,0.4,,10,11.2,,1009,,17
2024-1-15 15:00,30,25.1,75,0.3,,30,18.4,,1008,,8
2024-1-15 16:00,31,23.9,66,3.3,,20,24.1,,1007,,9
2024-1-15 17:00,30,23.9,70,2.4,,30,22.3,,1007,,9
2024-1-15 18:00,29,23,70,0.4,,30,20.5,,1008,,8
2024-1-15 19:00,29,24.1,75,0,,30,18.4,,1008,,3
2024-1-15 20:00,28,24,79,0,,40,16.6,,1009,,3
2024-1-15 21:00,28,24,79,0,,30,16.6,,1010,,3
2024-1-15 22:00,27,24.1,84,2.1,,20,16.6,,1010,,9
2024-1-15 23:00,26,24,89,5.7,,60,16.6,,1010,,9
2024-1-16 0:00,26,25,94,0,,50,7.6,,1010,,3
2024-1-16 1:00,26,25,94,0.2,,350,5.4,,1010,,7
2024-1-16 2:00,26,25,94,0,,340,5.4,,1009,,3
2024-1-16 3:00,26,25,94,0,,358,3.6,,1009,,3
2024-1-16 4:00,26,25,94,0,,350,5.4,,1008,,3
2024-1-16 5:00,26,25,94,0,,342,3.6,,1008,,3
2024-1-16 6:00,26,25,94,0,,331,3.6,,1008,,3
2024-1-16 7:00,26,25,94,0,,321,3.6,,1009,,3
2024-1-16 8:00,27,24.1,84,0,,20,5.4,,1011,,3
2024-1-16 9:00,24,23,94,0,,10,11.2,,1012,,3
2024-1-16 10:00,24,23,94,0,,310,5.4,,1012,,3
2024-1-16 11:00,25,24,94,0,,13,1.8,,1012,,3
2024-1-16 12:00,26,24,89,0.1,,360,9.4,,1012,,7
2024-1-16 13:00,28,25,84,0.2,,360,9.4,,1010,,7
2024-1-16 14:00,29,24.1,75,0.6,,30,20.5,,1009,,8
2024-1-16 15:00,30,23.9,70,1,,40,20.5,,1008,,9
2024-1-16 16:00,30,23.9,70,0.7,,30,20.5,,1007,,8
2024-1-16 17:00,29,25,79,0.2,,20,20.5,,1007,,7
2024-1-16 18:00,28,24,79,0,,20,22.3,,1008,,3
2024-1-16 19:00,27,24.1,84,0,,20,18.4,,1009,,3
2024-1-16 20:00,27,24.1,84,0,,10,13,,1009,,3
2024-1-16 21:00,27,24.1,84,0,,10,11.2,,1010,,3
2024-1-16 22:00,27,24.1,84,0,,10,7.6,,1011,,3
2024-1-16 23:00,26,25,94,0,,10,7.6,,1011,,3
2024-1-17 0:00,26,25,94,0,,10,9.4,,1011,,3
2024-1-17 1:00,26,25,94,0,,20,13,,1010,,3
2024-1-17 2:00,26,25,94,0,,30,13,,1009,,3
2024-1-17 3:00,25,24,94,0,,40,22.3,,1008,,3
2024-1-17 4:00,25,24,94,0,,50,14.8,,1008,,3
2024-1-17 5:00,25,23.1,89,0,,20,9.4,,1008,,3
2024-1-17 6:00,25,24,94,0,,20,9.4,,1008,,3
2024-1-17 7:00,25,24,94,0,,30,13,,1008,,3
2024-1-17 8:00,26,25,94,0,,30,14.8,,1009,,3
2024-1-17 9:00,28,25,84,0,,40,14.8,,1010,,3
2024-1-17 10:00,29,25,79,0.1,,40,16.6,,1011.7,,7
2024-1-17 11:00,28,26,89,0.2,,50,13,,1011.8,,7
2024-1-17 12:00,28,26,89,0.7,,50,11.2,,1011.1,,8
2024-1-17 13:00,29,26,84,0.3,,60,14.8,,1009,,8
2024-1-17 14:00,30,23.9,70,1.4,,30,22.3,,1009.3,,9
2024-1-17 15:00,30,23.9,70,1.2,,20,22.3,,1007,,9
2024-1-17 16:00,28,24,79,0.6,,60,29.5,,1007,,8
2024-1-17 17:00,30,23.9,70,1.3,,40,22.3,,1007,,9
2024-1-17 18:00,29,24.1,75,0.4,,40,24.1,,1007,,8
2024-1-17 19:00,28,24,79,0,,20,20.5,,1008,,3
2024-1-17 20:00,28,24,79,0,,10,13,,1009,,3
2024-1-17 21:00,27,24.1,84,0.1,,360,9.4,,1010,,7
2024-1-17 22:00,27,25,89,0,,10,7.6,,1011,,3
2024-1-17 23:00,27,24.1,84,0,,20,9.4,,1011,,3
2024-1-18 0:00,26,24,89,0,,360,5.4,,1011,,3
2024-1-18 1:00,26,24,89,0,,6,3.6,,1011,,3
2024-1-18 2:00,26,24,89,0.2,,14,3.6,,1010,,7
2024-1-18 3:00,26,24,89,0,,2,3.6,,1009,,3
2024-1-18 4:00,26,24,89,0,,350,7.6,,1009,,3
2024-1-18 5:00,26,24,89,0,,350,5.4,,1009,,3
2024-1-18 6:00,26,24,89,0,,335,3.6,,1009,,3
2024-1-18 7:00,26,24,89,0,,340,5.4,,1009,,3
2024-1-18 8:00,26,24,89,0,,340,5.4,,1010,,3
2024-1-18 9:00,27,24.1,84,0,,350,7.6,,1011,,3
2024-1-18 10:00,28,25,84,0,,360,9.4,,1011,,3
2024-1-18 11:00,29,25,79,0.1,,10,14.8,,1011,,7
2024-1-18 12:00,29,24.1,75,0.1,,360,13,,1010,,7
2024-1-18 13:00,29,25,79,0.2,,340,14.8,,1010,,7
2024-1-18 14:00,27,24.1,84,1.7,,30,25.9,,1008,,9
2024-1-18 15:00,28,26,89,0.5,,18,3.6,,1008,,8
2024-1-18 16:00,28,24,79,1,,20,16.6,,1007,,9
2024-1-18 17:00,29,24.1,75,1.1,,30,24.1,,1007,,9
2024-1-18 18:00,29,24.1,75,0.3,,20,18.4,,1008,,8
2024-1-18 19:00,26,25,94,0,,20,20.5,,1008,,3
2024-1-18 20:00,26,24,89,0,,330,5.4,,1009,,3
2024-1-18 21:00,27,25,89,0.2,,10,13,,1010,,7
2024-1-18 22:00,26,24,89,1.1,,30,16.6,,1010,,9
2024-1-18 23:00,26,24,89,1.3,,360,7.6,,1010,,9
2024-1-19 0:00,26,24,89,0.4,,10,7.6,,1010,,8
2024-1-19 1:00,26,24,89,0.1,,10,9.4,,1010,,7
2024-1-19 2:00,26,24,89,0,,350,7.6,,1010,,3
2024-1-19 3:00,26,24,89,0,,289,3.6,,1009,,3
2024-1-19 4:00,27,24.1,84,0,,320,5.4,,1008,,3
2024-1-19 5:00,26,24,89,0.1,,350,5.4,,1008,,7
2024-1-19 6:00,26,24,89,0.2,,350,5.4,,1008,,7
2024-1-19 7:00,26,24,89,0,,344,3.6,,1009,,3
2024-1-19 8:00,26,24,89,0,,10,5.4,,1010,,3
2024-1-19 9:00,27,24.1,84,0,,330,5.4,,1011,,3
2024-1-19 10:00,27,24.1,84,0,,340,9.4,,1011,,3
2024-1-19 11:00,29,24.1,75,0,,350,9.4,,1011,,3
2024-1-19 12:00,30,23.9,70,0.2,,350,14.8,,1010,,7
2024-1-19 13:00,30,23.9,70,0.6,,360,11.2,,1009,,8
2024-1-19 14:00,30,23,66,0.6,,360,13,,1008,,8
2024-1-19 15:00,27,24.1,84,0.2,,340,13,,1007,,7
2024-1-19 16:00,25,24,94,7,,100,18.4,,1008,,9
2024-1-19 17:00,24,24,100,0,,80,5.4,,1008,,3
2024-1-19 18:00,25,24,94,1.1,,18,1.8,,1008,,9
2024-1-19 19:00,25,25,100,0.1,,15,1.8,,1010,,7
2024-1-19 20:00,25,25,100,0.2,,16,1.8,,1010,,7
2024-1-19 21:00,25,25,100,0.2,,352,1.8,,1010,,7
2024-1-19 22:00,26,25,94,1.3,,340,3.6,,1011,,9
2024-1-19 23:00,26,25,94,1.1,,323,3.6,,1011,,9
2024-1-20 0:00,26,24,89,0.5,,340,5.4,,1011,,8
2024-1-20 1:00,26,24,89,1.5,,331,1.8,,1011,,9
2024-1-20 2:00,26,25,94,1.5,,328,3.6,,1010,,9
2024-1-20 3:00,25,25,100,1.1,,0,0,,1009,,9
2024-1-20 4:00,25,25,100,1.1,,50,3.6,,1009,,9
2024-1-20 5:00,24,23,94,1.4,,40,11.2,,1009,,9
2024-1-20 6:00,24,23,94,1.8,,40,1.8,,1010,,9
2024-1-20 7:00,24,24,100,1.7,,20,7.6,,1011,,9
2024-1-20 8:00,24,23,94,2.4,,350,7.6,,1011,,9
2024-1-20 9:00,24,23,94,3.2,,340,9.4,,1012,,9
2024-1-20 10:00,25,23.1,89,3.4,,320,7.6,,1012,,18
2024-1-20 11:00,25,24,94,4,,340,7.6,,1012,,9
2024-1-20 12:00,26,24,89,3.9,,350,9.4,,1012,,9
2024-1-20 13:00,26,23.1,84,3.4,,340,11.2,,1011,,9
2024-1-20 14:00,25,24,94,1.2,,350,9.4,,1011,,9
2024-1-20 15:00,25,24,94,0.9,,350,9.4,,1010,,8
2024-1-20 16:00,25,23.1,89,1.1,,340,11.2,,1010,,9
2024-1-20 17:00,25,23.1,89,1.5,,340,9.4,,1009,,9
2024-1-20 18:00,25,23.1,89,0.5,,330,9.4,,1010,,8
2024-1-20 19:00,24,23,94,0.5,,360,7.6,,1010,,8
2024-1-20 20:00,24,23,94,0.4,,350,5.4,,1011,,8
2024-1-20 21:00,24,23,94,0.3,,350,7.6,,1011,,8
2024-1-20 22:00,24,22.1,89,0.6,,350,9.4,,1012,,8
2024-1-20 23:00,24,20.9,83,0.4,,10,5.4,,1012,,8
2024-1-21 0:00,24,22.1,89,0.4,,322,1.8,,1012,,8
2024-1-21 1:00,23,22,94,0.1,,320,1.8,,1012,,17
2024-1-21 2:00,24,22.1,89,0.1,,332,3.6,,1011,,17
2024-1-21 3:00,24,22.1,89,0,,332,3.6,,1011,,3
2024-1-21 4:00,23,22,94,0.1,,335,1.8,,1010,,7
2024-1-21 5:00,24,22.1,89,0,,338,3.6,,1010,,3
2024-1-21 6:00,23,22,94,0,,40,3.6,,1010,,3
2024-1-21 7:00,23,22,94,0,,0,0,,1011,,3
2024-1-21 8:00,24,23,94,0,,40,1.8,,1012,,3
2024-1-21 9:00,26,23.1,84,0,,10,5.4,,1012,,3
2024-1-21 10:00,28,22.9,74,0,,350,5.4,,1013,,3
2024-1-21 11:00,29,23,70,0,,360,9.4,,1013,,3
2024-1-21 12:00,30,23,66,0.1,,10,11.2,,1012,,7
2024-1-21 13:00,30,23,66,0.2,,350,9.4,,1012,,7
2024-1-21 14:00,31,22.1,59,0.2,,10,9.4,,1010,,7
2024-1-21 15:00,31,20.9,55,0.7,,350,11.2,,1009,,8
2024-1-21 16:00,31,20.9,55,0.3,,360,5.4,,1008,,8
2024-1-21 17:00,31,23.1,63,0.5,,20,13,,1008,,8
2024-1-21 18:00,29,24.1,75,0.2,,20,18.4,,1009,,7
2024-1-21 19:00,28,24,79,0.4,,40,14.8,,1010,,8
2024-1-21 20:00,28,24,79,0,,130,7.6,,1011,,3
2024-1-21 21:00,27,24.1,84,0,,40,16.6,,1011,,2
2024-1-21 22:00,27,23,79,0,,10,11.2,,1012,,1
2024-1-21 23:00,27,24.1,84,0,,20,7.6,,1013,,1
2024-1-22 0:00,26,24,89,0,,360,5.4,,1012,,2
2024-1-22 1:00,26,24,89,0,,356,1.8,,1012,,2
2024-1-22 2:00,26,24,89,0,,360,5.4,,1011,,3
2024-1-22 3:00,25,24,94,0,,350,5.4,,1011,,2
2024-1-22 4:00,25,24,94,0,,360,3.6,,1010,,3
2024-1-22 5:00,25,24,94,0,,350,3.6,,1010,,3
2024-1-22 6:00,25,24,94,0,,350,3.6,,1011,,1
2024-1-22 7:00,25,24,94,0,,360,5.4,,1011,,1
2024-1-22 8:00,26,24,89,0,,360,5.4,,1012,,1
2024-1-22 9:00,27,24.1,84,0,,350,7.6,,1012,,1
2024-1-22 10:00,28,24,79,0,,340,7.6,,1013,,2
2024-1-22 11:00,30,23.9,70,0.3,,12,5.4,,1013,,17
2024-1-22 12:00,31,23.1,63,0.3,,17,3.6,,1012,,17
2024-1-22 13:00,31,23.1,63,0.6,,33,3.6,,1011,,17
2024-1-22 14:00,31,23.9,66,0.5,,31,5.4,,1011,,17
2024-1-22 15:00,31,23.1,63,0.4,,8,1.8,,1010,,17
2024-1-22 16:00,30,23.9,70,0.2,,140,11.2,,1009,,7
2024-1-22 17:00,31,23.9,66,0.2,,150,11.2,,1009,,17
2024-1-22 18:00,30,23.9,70,0.8,,120,14.8,,1009,,8
2024-1-22 19:00,28,25,84,0.4,,70,11.2,,1010,,17
2024-1-22 20:00,28,24,79,0,,60,14.8,,1011,,3
2024-1-22 21:00,27,24.1,84,0,,50,11.2,,1012,,3
2024-1-22 22:00,27,24.1,84,0,,30,13,,1012,,1
2024-1-22 23:00,27,24.1,84,0,,10,7.6,,1013,,2
2024-1-23 0:00,27,24.1,84,0,,20,11.2,,1013,,2
2024-1-23 1:00,26,24,89,0,,20,7.6,,1012,,2
2024-1-23 2:00,26,24,89,0,,30,11.2,,1012,,2
2024-1-23 3:00,26,24,89,0,,360,5.4,,1011,,3
2024-1-23 4:00,26,24,89,0,,20,9.4,,1011,,3
2024-1-23 5:00,25,24,94,0,,40,5.4,,1011,,3
2024-1-23 6:00,25,24,94,0,,80,1.8,,1011,,3
